t	z_ga	ga1
35747	0.116423	0.116423
35748	0.114523	0.114523
35749	0.112624	0.112624
35750	0.110724	0.110724
35751	0.108824	0.108824
35752	0.106924	0.106924
35753	0.105025	0.105025
35754	0.103125	0.103125
35755	0.105500	0.105500
35756	0.107874	0.107874
35757	0.110249	0.110249
35758	0.112624	0.112624
35759	0.114998	0.114998
35760	0.117373	0.117373
35761	0.119747	0.119747
35762	0.122122	0.122122
35763	0.124497	0.124497
35764	0.126871	0.126871
35765	0.129246	0.129246
35766	0.131621	0.131621
35767	0.133995	0.133995
35768	0.136370	0.136370
35769	0.138745	0.138745
35770	0.141119	0.141119
35771	0.143494	0.143494
35772	0.145869	0.145869
35773	0.148243	0.148243
35774	0.150618	0.150618
35775	0.152993	0.152993
35776	0.155367	0.155367
35777	0.157742	0.157742
35778	0.160116	0.160116
35779	0.162491	0.162491
35780	0.164866	0.164866
35781	0.167240	0.167240
35782	0.169615	0.169615
35783	0.166097	0.166097
35784	0.162579	0.162579
35785	0.159061	0.159061
35786	0.155543	0.155543
35787	0.152025	0.152025
35788	0.148507	0.148507
35789	0.144989	0.144989
35790	0.141471	0.141471
35791	0.137953	0.137953
35792	0.134435	0.134435
35793	0.130917	0.130917
35794	0.127399	0.127399
35795	0.123881	0.123881
35796	0.120363	0.120363
35797	0.116845	0.116845
35798	0.113327	0.113327
35799	0.109809	0.109809
35800	0.106291	0.106291
35801	0.102773	0.102773
35802	0.099255	0.099255
35803	0.095737	0.095737
35804	0.092219	0.092219
35805	0.088701	0.088701
35806	0.085183	0.085183
35807	0.081665	0.081665
35808	0.078147	0.078147
35809	0.074629	0.074629
35810	0.071111	0.071111
35811	0.075684	0.075684
35812	0.080258	0.080258
35813	0.084831	0.084831
35814	0.089405	0.089405
35815	0.093978	0.093978
35816	0.098552	0.098552
35817	0.103125	0.103125
35818	0.107698	0.107698
35819	0.112272	0.112272
35820	0.116845	0.116845
35821	0.121419	0.121419
35822	0.125992	0.125992
35823	0.130566	0.130566
35824	0.135139	0.135139
35825	0.139712	0.139712
35826	0.144286	0.144286
35827	0.148859	0.148859
35828	0.153433	0.153433
35829	0.158006	0.158006
35830	0.162580	0.162580
35831	0.167153	0.167153
35832	0.171726	0.171726
35833	0.176300	0.176300
35834	0.180873	0.180873
35835	0.185447	0.185447
35836	0.190020	0.190020
35837	0.194594	0.194594
35838	0.199167	0.199167
35839	0.202216	0.202216
35840	0.205265	0.205265
35841	0.208314	0.208314
35842	0.211363	0.211363
35843	0.214412	0.214412
35844	0.217461	0.217461
35845	0.220510	0.220510
35846	0.223558	0.223558
35847	0.226607	0.226607
35848	0.229656	0.229656
35849	0.232705	0.232705
35850	0.235754	0.235754
35851	0.238803	0.238803
35852	0.241852	0.241852
35853	0.244901	0.244901
35854	0.247950	0.247950
35855	0.250999	0.250999
35856	0.254048	0.254048
35857	0.257097	0.257097
35858	0.260146	0.260146
35859	0.263195	0.263195
35860	0.266243	0.266243
35861	0.269292	0.269292
35862	0.272341	0.272341
35863	0.275390	0.275390
35864	0.278439	0.278439
35865	0.281488	0.281488
35866	0.284537	0.284537
35867	0.287586	0.287586
35868	0.290635	0.290635
35869	0.293684	0.293684
35870	0.296733	0.296733
35871	0.299782	0.299782
35872	0.302831	0.302831
35873	0.305880	0.305880
35874	0.308928	0.308928
35875	0.311977	0.311977
35876	0.315026	0.315026
35877	0.318075	0.318075
35878	0.321124	0.321124
35879	0.324173	0.324173
35880	0.327222	0.327222
35881	0.321124	0.321124
35882	0.315026	0.315026
35883	0.308928	0.308928
35884	0.302831	0.302831
35885	0.296733	0.296733
35886	0.290635	0.290635
35887	0.284537	0.284537
35888	0.278439	0.278439
35889	0.272341	0.272341
35890	0.266243	0.266243
35891	0.260146	0.260146
35892	0.254048	0.254048
35893	0.247950	0.247950
35894	0.241852	0.241852
35895	0.235754	0.235754
35896	0.229656	0.229656
35897	0.223558	0.223558
35898	0.217461	0.217461
35899	0.211363	0.211363
35900	0.205265	0.205265
35901	0.199167	0.199167
35902	0.200510	0.200510
35903	0.201853	0.201853
35904	0.203197	0.203197
35905	0.204540	0.204540
35906	0.205883	0.205883
35907	0.207226	0.207226
35908	0.208570	0.208570
35909	0.209913	0.209913
35910	0.211256	0.211256
35911	0.212599	0.212599
35912	0.213943	0.213943
35913	0.215286	0.215286
35914	0.216629	0.216629
35915	0.217972	0.217972
35916	0.219315	0.219315
35917	0.220659	0.220659
35918	0.222002	0.222002
35919	0.223345	0.223345
35920	0.224688	0.224688
35921	0.226032	0.226032
35922	0.227375	0.227375
35923	0.228718	0.228718
35924	0.230061	0.230061
35925	0.231405	0.231405
35926	0.232748	0.232748
35927	0.234091	0.234091
35928	0.236678	0.236678
35929	0.239265	0.239265
35930	0.241852	0.241852
35931	0.244439	0.244439
35932	0.247026	0.247026
35933	0.249613	0.249613
35934	0.252200	0.252200
35935	0.254787	0.254787
35936	0.257374	0.257374
35937	0.259961	0.259961
35938	0.262548	0.262548
35939	0.265135	0.265135
35940	0.267722	0.267722
35941	0.270309	0.270309
35942	0.272896	0.272896
35943	0.275483	0.275483
35944	0.278070	0.278070
35945	0.280656	0.280656
35946	0.283243	0.283243
35947	0.285830	0.285830
35948	0.288417	0.288417
35949	0.291004	0.291004
35950	0.293591	0.293591
35951	0.296178	0.296178
35952	0.298765	0.298765
35953	0.301352	0.301352
35954	0.303939	0.303939
35955	0.306526	0.306526
35956	0.309113	0.309113
35957	0.311700	0.311700
35958	0.314287	0.314287
35959	0.316874	0.316874
35960	0.319461	0.319461
35961	0.322048	0.322048
35962	0.324635	0.324635
35963	0.327222	0.327222
35964	0.331403	0.331403
35965	0.335585	0.335585
35966	0.339766	0.339766
35967	0.343948	0.343948
35968	0.348129	0.348129
35969	0.352310	0.352310
35970	0.356492	0.356492
35971	0.360673	0.360673
35972	0.364855	0.364855
35973	0.369036	0.369036
35974	0.373217	0.373217
35975	0.377399	0.377399
35976	0.381580	0.381580
35977	0.385762	0.385762
35978	0.389943	0.389943
35979	0.394124	0.394124
35980	0.398306	0.398306
35981	0.402487	0.402487
35982	0.406669	0.406669
35983	0.410850	0.410850
35984	0.415031	0.415031
35985	0.419213	0.419213
35986	0.423394	0.423394
35987	0.427576	0.427576
35988	0.431757	0.431757
35989	0.435938	0.435938
35990	0.440120	0.440120
35991	0.444301	0.444301
35992	0.448483	0.448483
35993	0.452664	0.452664
35994	0.456845	0.456845
35995	0.461027	0.461027
35996	0.465208	0.465208
35997	0.469390	0.469390
35998	0.473571	0.473571
35999	0.466515	0.466515
36000	0.459459	0.459459
36001	0.452403	0.452403
36002	0.445347	0.445347
36003	0.438290	0.438290
36004	0.431234	0.431234
36005	0.424178	0.424178
36006	0.417122	0.417122
36007	0.410066	0.410066
36008	0.403010	0.403010
36009	0.395954	0.395954
36010	0.388898	0.388898
36011	0.381842	0.381842
36012	0.374785	0.374785
36013	0.367729	0.367729
36014	0.360673	0.360673
36015	0.353617	0.353617
36016	0.346561	0.346561
36017	0.339505	0.339505
36018	0.332449	0.332449
36019	0.325393	0.325393
36020	0.318337	0.318337
36021	0.311281	0.311281
36022	0.304224	0.304224
36023	0.297168	0.297168
36024	0.290112	0.290112
36025	0.283056	0.283056
36026	0.276000	0.276000
36027	0.277897	0.277897
36028	0.279794	0.279794
36029	0.281691	0.281691
36030	0.283588	0.283588
36031	0.285486	0.285486
36032	0.287383	0.287383
36033	0.289280	0.289280
36034	0.291177	0.291177
36035	0.293074	0.293074
36036	0.294971	0.294971
36037	0.296868	0.296868
36038	0.298765	0.298765
36039	0.300662	0.300662
36040	0.302560	0.302560
36041	0.304457	0.304457
36042	0.306354	0.306354
36043	0.308251	0.308251
36044	0.310148	0.310148
36045	0.312045	0.312045
36046	0.313942	0.313942
36047	0.315839	0.315839
36048	0.317736	0.317736
36049	0.319634	0.319634
36050	0.321531	0.321531
36051	0.323428	0.323428
36052	0.325325	0.325325
36053	0.327222	0.327222
36054	0.321124	0.321124
36055	0.315026	0.315026
36056	0.308928	0.308928
36057	0.302831	0.302831
36058	0.296733	0.296733
36059	0.290635	0.290635
36060	0.284537	0.284537
36061	0.278439	0.278439
36062	0.272341	0.272341
36063	0.266243	0.266243
36064	0.260145	0.260145
36065	0.254048	0.254048
36066	0.247950	0.247950
36067	0.241852	0.241852
36068	0.235754	0.235754
36069	0.229656	0.229656
36070	0.223558	0.223558
36071	0.217460	0.217460
36072	0.211363	0.211363
36073	0.205265	0.205265
36074	0.199167	0.199167
36075	0.193069	0.193069
36076	0.186971	0.186971
36077	0.180873	0.180873
36078	0.174775	0.174775
36079	0.168677	0.168677
36080	0.162580	0.162580
36081	0.156482	0.156482
36082	0.150384	0.150384
36083	0.144286	0.144286
36084	0.153694	0.153694
36085	0.163102	0.163102
36086	0.172510	0.172510
36087	0.181919	0.181919
36088	0.191327	0.191327
36089	0.200735	0.200735
36090	0.210143	0.210143
36091	0.219551	0.219551
36092	0.228959	0.228959
36093	0.238367	0.238367
36094	0.247776	0.247776
36095	0.257184	0.257184
36096	0.266592	0.266592
36097	0.276000	0.276000
36098	0.285408	0.285408
36099	0.294816	0.294816
36100	0.304224	0.304224
36101	0.313633	0.313633
36102	0.323041	0.323041
36103	0.332449	0.332449
36104	0.341857	0.341857
36105	0.351265	0.351265
36106	0.360673	0.360673
36107	0.370081	0.370081
36108	0.379490	0.379490
36109	0.388898	0.388898
36110	0.398306	0.398306
36111	0.407714	0.407714
36112	0.417122	0.417122
36113	0.426530	0.426530
36114	0.435938	0.435938
36115	0.445347	0.445347
36116	0.454755	0.454755
36117	0.464163	0.464163
36118	0.473571	0.473571
36119	0.462715	0.462715
36120	0.451860	0.451860
36121	0.441004	0.441004
36122	0.430149	0.430149
36123	0.419293	0.419293
36124	0.408438	0.408438
36125	0.397582	0.397582
36126	0.386726	0.386726
36127	0.375871	0.375871
36128	0.365015	0.365015
36129	0.354160	0.354160
36130	0.343304	0.343304
36131	0.332449	0.332449
36132	0.321593	0.321593
36133	0.310737	0.310737
36134	0.299882	0.299882
36135	0.289026	0.289026
36136	0.278171	0.278171
36137	0.267315	0.267315
36138	0.256460	0.256460
36139	0.245604	0.245604
36140	0.234748	0.234748
36141	0.223893	0.223893
36142	0.213037	0.213037
36143	0.202182	0.202182
36144	0.191326	0.191326
36145	0.180471	0.180471
36146	0.169615	0.169615
36147	0.172570	0.172570
36148	0.175525	0.175525
36149	0.178480	0.178480
36150	0.181436	0.181436
36151	0.184391	0.184391
36152	0.187346	0.187346
36153	0.190301	0.190301
36154	0.193256	0.193256
36155	0.196211	0.196211
36156	0.199166	0.199166
36157	0.202122	0.202122
36158	0.205077	0.205077
36159	0.208032	0.208032
36160	0.210987	0.210987
36161	0.213942	0.213942
36162	0.216897	0.216897
36163	0.219852	0.219852
36164	0.222807	0.222807
36165	0.225763	0.225763
36166	0.228718	0.228718
36167	0.231673	0.231673
36168	0.234628	0.234628
36169	0.237583	0.237583
36170	0.240538	0.240538
36171	0.243493	0.243493
36172	0.246449	0.246449
36173	0.249404	0.249404
36174	0.252359	0.252359
36175	0.255314	0.255314
36176	0.258269	0.258269
36177	0.261224	0.261224
36178	0.264179	0.264179
36179	0.267135	0.267135
36180	0.270090	0.270090
36181	0.273045	0.273045
36182	0.276000	0.276000
36183	0.271908	0.271908
36184	0.267817	0.267817
36185	0.263725	0.263725
36186	0.259633	0.259633
36187	0.255541	0.255541
36188	0.251450	0.251450
36189	0.247358	0.247358
36190	0.243266	0.243266
36191	0.239174	0.239174
36192	0.235083	0.235083
36193	0.230991	0.230991
36194	0.226899	0.226899
36195	0.222807	0.222807
36196	0.218716	0.218716
36197	0.214624	0.214624
36198	0.210532	0.210532
36199	0.206441	0.206441
36200	0.202349	0.202349
36201	0.198257	0.198257
36202	0.194165	0.194165
36203	0.190074	0.190074
36204	0.185982	0.185982
36205	0.181890	0.181890
36206	0.177798	0.177798
36207	0.173707	0.173707
36208	0.169615	0.169615
36209	0.170600	0.170600
36210	0.171585	0.171585
36211	0.172570	0.172570
36212	0.173555	0.173555
36213	0.174540	0.174540
36214	0.175525	0.175525
36215	0.176510	0.176510
36216	0.177496	0.177496
36217	0.178481	0.178481
36218	0.179466	0.179466
36219	0.180451	0.180451
36220	0.181436	0.181436
36221	0.182421	0.182421
36222	0.183406	0.183406
36223	0.184391	0.184391
36224	0.185376	0.185376
36225	0.186361	0.186361
36226	0.187346	0.187346
36227	0.188331	0.188331
36228	0.189316	0.189316
36229	0.190301	0.190301
36230	0.191286	0.191286
36231	0.192272	0.192272
36232	0.193257	0.193257
36233	0.194242	0.194242
36234	0.195227	0.195227
36235	0.196212	0.196212
36236	0.197197	0.197197
36237	0.198182	0.198182
36238	0.199167	0.199167
36239	0.199167	0.199167
36240	0.199167	0.199167
36241	0.199167	0.199167
36242	0.199167	0.199167
36243	0.199167	0.199167
36244	0.199167	0.199167
36245	0.199167	0.199167
36246	0.199167	0.199167
36247	0.199167	0.199167
36248	0.199167	0.199167
36249	0.199167	0.199167
36250	0.199167	0.199167
36251	0.199167	0.199167
36252	0.199167	0.199167
36253	0.199167	0.199167
36254	0.199167	0.199167
36255	0.199167	0.199167
36256	0.199167	0.199167
36257	0.199167	0.199167
36258	0.199167	0.199167
36259	0.199167	0.199167
36260	0.199167	0.199167
36261	0.199167	0.199167
36262	0.199167	0.199167
36263	0.199167	0.199167
36264	0.199167	0.199167
36265	0.199167	0.199167
36266	0.201911	0.201911
36267	0.204655	0.204655
36268	0.207399	0.207399
36269	0.210143	0.210143
36270	0.212887	0.212887
36271	0.215631	0.215631
36272	0.218375	0.218375
36273	0.221119	0.221119
36274	0.223863	0.223863
36275	0.226607	0.226607
36276	0.229351	0.229351
36277	0.232095	0.232095
36278	0.234839	0.234839
36279	0.237584	0.237584
36280	0.240328	0.240328
36281	0.243072	0.243072
36282	0.245816	0.245816
36283	0.248560	0.248560
36284	0.251304	0.251304
36285	0.254048	0.254048
36286	0.256792	0.256792
36287	0.259536	0.259536
36288	0.262280	0.262280
36289	0.265024	0.265024
36290	0.267768	0.267768
36291	0.270512	0.270512
36292	0.273256	0.273256
36293	0.276000	0.276000
36294	0.279974	0.279974
36295	0.283948	0.283948
36296	0.287922	0.287922
36297	0.291897	0.291897
36298	0.295871	0.295871
36299	0.299845	0.299845
36300	0.303819	0.303819
36301	0.307793	0.307793
36302	0.311767	0.311767
36303	0.315741	0.315741
36304	0.319716	0.319716
36305	0.323690	0.323690
36306	0.327664	0.327664
36307	0.331638	0.331638
36308	0.335612	0.335612
36309	0.339586	0.339586
36310	0.343560	0.343560
36311	0.347534	0.347534
36312	0.351509	0.351509
36313	0.355483	0.355483
36314	0.359457	0.359457
36315	0.363431	0.363431
36316	0.367405	0.367405
36317	0.371379	0.371379
36318	0.375353	0.375353
36319	0.379328	0.379328
36320	0.383302	0.383302
36321	0.387276	0.387276
36322	0.391250	0.391250
36323	0.384136	0.384136
36324	0.377022	0.377022
36325	0.369907	0.369907
36326	0.362793	0.362793
36327	0.355679	0.355679
36328	0.348565	0.348565
36329	0.341451	0.341451
36330	0.334337	0.334337
36331	0.327222	0.327222
36332	0.320108	0.320108
36333	0.312994	0.312994
36334	0.305880	0.305880
36335	0.298766	0.298766
36336	0.291651	0.291651
36337	0.284537	0.284537
36338	0.277423	0.277423
36339	0.270309	0.270309
36340	0.263195	0.263195
36341	0.256080	0.256080
36342	0.248966	0.248966
36343	0.241852	0.241852
36344	0.234738	0.234738
36345	0.227624	0.227624
36346	0.220510	0.220510
36347	0.213395	0.213395
36348	0.206281	0.206281
36349	0.199167	0.199167
36350	0.199167	0.199167
36351	0.199167	0.199167
36352	0.199167	0.199167
36353	0.199167	0.199167
36354	0.199167	0.199167
36355	0.199167	0.199167
36356	0.199167	0.199167
36357	0.199167	0.199167
36358	0.199167	0.199167
36359	0.199167	0.199167
36360	0.199167	0.199167
36361	0.199167	0.199167
36362	0.199167	0.199167
36363	0.199167	0.199167
36364	0.199167	0.199167
36365	0.199167	0.199167
36366	0.199167	0.199167
36367	0.199167	0.199167
36368	0.199167	0.199167
36369	0.199167	0.199167
36370	0.199167	0.199167
36371	0.199167	0.199167
36372	0.199167	0.199167
36373	0.199167	0.199167
36374	0.199167	0.199167
36375	0.199167	0.199167
36376	0.199167	0.199167
36377	0.199167	0.199167
36378	0.199167	0.199167
36379	0.199167	0.199167
36380	0.199167	0.199167
36381	0.199167	0.199167
36382	0.199167	0.199167
36383	0.199167	0.199167
36384	0.199167	0.199167
36385	0.197207	0.197207
36386	0.195247	0.195247
36387	0.193287	0.193287
36388	0.191327	0.191327
36389	0.189367	0.189367
36390	0.187407	0.187407
36391	0.185447	0.185447
36392	0.183487	0.183487
36393	0.181527	0.181527
36394	0.179567	0.179567
36395	0.177607	0.177607
36396	0.175647	0.175647
36397	0.173687	0.173687
36398	0.171727	0.171727
36399	0.169766	0.169766
36400	0.167806	0.167806
36401	0.165846	0.165846
36402	0.163886	0.163886
36403	0.161926	0.161926
36404	0.159966	0.159966
36405	0.158006	0.158006
36406	0.156046	0.156046
36407	0.154086	0.154086
36408	0.152126	0.152126
36409	0.150166	0.150166
36410	0.148206	0.148206
36411	0.146246	0.146246
36412	0.144286	0.144286
36413	0.144286	0.144286
36414	0.144286	0.144286
36415	0.144286	0.144286
36416	0.144286	0.144286
36417	0.144286	0.144286
36418	0.144286	0.144286
36419	0.144286	0.144286
36420	0.144286	0.144286
36421	0.144286	0.144286
36422	0.144286	0.144286
36423	0.144286	0.144286
36424	0.144286	0.144286
36425	0.144286	0.144286
36426	0.144286	0.144286
36427	0.144286	0.144286
36428	0.144286	0.144286
36429	0.144286	0.144286
36430	0.144286	0.144286
36431	0.144286	0.144286
36432	0.144286	0.144286
36433	0.144286	0.144286
36434	0.144286	0.144286
36435	0.144286	0.144286
36436	0.144286	0.144286
36437	0.144286	0.144286
36438	0.144286	0.144286
36439	0.144286	0.144286
36440	0.144286	0.144286
36441	0.144286	0.144286
36442	0.144286	0.144286
36443	0.144286	0.144286
36444	0.144286	0.144286
36445	0.144286	0.144286
36446	0.144286	0.144286
36447	0.144286	0.144286
36448	0.143502	0.143502
36449	0.142718	0.142718
36450	0.141934	0.141934
36451	0.141150	0.141150
36452	0.140366	0.140366
36453	0.139582	0.139582
36454	0.138798	0.138798
36455	0.138014	0.138014
36456	0.137230	0.137230
36457	0.136446	0.136446
36458	0.135662	0.135662
36459	0.134878	0.134878
36460	0.134094	0.134094
36461	0.133310	0.133310
36462	0.132525	0.132525
36463	0.131741	0.131741
36464	0.130957	0.130957
36465	0.130173	0.130173
36466	0.129389	0.129389
36467	0.128605	0.128605
36468	0.127821	0.127821
36469	0.127037	0.127037
36470	0.126253	0.126253
36471	0.125469	0.125469
36472	0.124685	0.124685
36473	0.123901	0.123901
36474	0.123117	0.123117
36475	0.122333	0.122333
36476	0.123146	0.123146
36477	0.123959	0.123959
36478	0.124772	0.124772
36479	0.125585	0.125585
36480	0.126398	0.126398
36481	0.127211	0.127211
36482	0.128025	0.128025
36483	0.128838	0.128838
36484	0.129651	0.129651
36485	0.130464	0.130464
36486	0.131277	0.131277
36487	0.132090	0.132090
36488	0.132903	0.132903
36489	0.133716	0.133716
36490	0.134529	0.134529
36491	0.135342	0.135342
36492	0.136155	0.136155
36493	0.136968	0.136968
36494	0.137781	0.137781
36495	0.138594	0.138594
36496	0.139408	0.139408
36497	0.140221	0.140221
36498	0.141034	0.141034
36499	0.141847	0.141847
36500	0.142660	0.142660
36501	0.143473	0.143473
36502	0.144286	0.144286
36503	0.151146	0.151146
36504	0.158006	0.158006
36505	0.164866	0.164866
36506	0.171726	0.171726
36507	0.178587	0.178587
36508	0.185447	0.185447
36509	0.192307	0.192307
36510	0.199167	0.199167
36511	0.206027	0.206027
36512	0.212887	0.212887
36513	0.219747	0.219747
36514	0.226607	0.226607
36515	0.233467	0.233467
36516	0.240328	0.240328
36517	0.247188	0.247188
36518	0.254048	0.254048
36519	0.260908	0.260908
36520	0.267768	0.267768
36521	0.274628	0.274628
36522	0.281488	0.281488
36523	0.288348	0.288348
36524	0.295208	0.295208
36525	0.302069	0.302069
36526	0.308929	0.308929
36527	0.315789	0.315789
36528	0.322649	0.322649
36529	0.329509	0.329509
36530	0.336369	0.336369
36531	0.343229	0.343229
36532	0.350089	0.350089
36533	0.356949	0.356949
36534	0.363810	0.363810
36535	0.370670	0.370670
36536	0.377530	0.377530
36537	0.384390	0.384390
36538	0.391250	0.391250
36539	0.385762	0.385762
36540	0.380274	0.380274
36541	0.374786	0.374786
36542	0.369298	0.369298
36543	0.363810	0.363810
36544	0.358321	0.358321
36545	0.352833	0.352833
36546	0.347345	0.347345
36547	0.341857	0.341857
36548	0.336369	0.336369
36549	0.330881	0.330881
36550	0.325393	0.325393
36551	0.319905	0.319905
36552	0.314417	0.314417
36553	0.308929	0.308929
36554	0.303441	0.303441
36555	0.297953	0.297953
36556	0.292464	0.292464
36557	0.286976	0.286976
36558	0.281488	0.281488
36559	0.276000	0.276000
36560	0.270512	0.270512
36561	0.265024	0.265024
36562	0.259536	0.259536
36563	0.254048	0.254048
36564	0.248560	0.248560
36565	0.243072	0.243072
36566	0.237584	0.237584
36567	0.232096	0.232096
36568	0.226607	0.226607
36569	0.221119	0.221119
36570	0.215631	0.215631
36571	0.210143	0.210143
36572	0.204655	0.204655
36573	0.199167	0.199167
36574	0.199167	0.199167
36575	0.199167	0.199167
36576	0.199167	0.199167
36577	0.199167	0.199167
36578	0.199167	0.199167
36579	0.199167	0.199167
36580	0.199167	0.199167
36581	0.199167	0.199167
36582	0.199167	0.199167
36583	0.199167	0.199167
36584	0.199167	0.199167
36585	0.199167	0.199167
36586	0.199167	0.199167
36587	0.199167	0.199167
36588	0.199167	0.199167
36589	0.199167	0.199167
36590	0.199167	0.199167
36591	0.199167	0.199167
36592	0.199167	0.199167
36593	0.199167	0.199167
36594	0.199167	0.199167
36595	0.199167	0.199167
36596	0.199167	0.199167
36597	0.199167	0.199167
36598	0.199167	0.199167
36599	0.199167	0.199167
36600	0.199167	0.199167
36601	0.199167	0.199167
36602	0.196518	0.196518
36603	0.193868	0.193868
36604	0.191219	0.191219
36605	0.188569	0.188569
36606	0.185920	0.185920
36607	0.183270	0.183270
36608	0.180621	0.180621
36609	0.177971	0.177971
36610	0.175322	0.175322
36611	0.172673	0.172673
36612	0.170023	0.170023
36613	0.167374	0.167374
36614	0.164724	0.164724
36615	0.162075	0.162075
36616	0.159425	0.159425
36617	0.156776	0.156776
36618	0.154126	0.154126
36619	0.151477	0.151477
36620	0.148827	0.148827
36621	0.146178	0.146178
36622	0.143529	0.143529
36623	0.140879	0.140879
36624	0.138230	0.138230
36625	0.135580	0.135580
36626	0.132931	0.132931
36627	0.130281	0.130281
36628	0.127632	0.127632
36629	0.124982	0.124982
36630	0.122333	0.122333
36631	0.124084	0.124084
36632	0.125835	0.125835
36633	0.127587	0.127587
36634	0.129338	0.129338
36635	0.131089	0.131089
36636	0.132840	0.132840
36637	0.134591	0.134591
36638	0.136342	0.136342
36639	0.138094	0.138094
36640	0.139845	0.139845
36641	0.141596	0.141596
36642	0.143347	0.143347
36643	0.145098	0.145098
36644	0.146850	0.146850
36645	0.148601	0.148601
36646	0.150352	0.150352
36647	0.152103	0.152103
36648	0.153854	0.153854
36649	0.155606	0.155606
36650	0.157357	0.157357
36651	0.159108	0.159108
36652	0.160859	0.160859
36653	0.162610	0.162610
36654	0.164361	0.164361
36655	0.166113	0.166113
36656	0.167864	0.167864
36657	0.169615	0.169615
36658	0.175244	0.175244
36659	0.180873	0.180873
36660	0.186501	0.186501
36661	0.192130	0.192130
36662	0.197759	0.197759
36663	0.203388	0.203388
36664	0.209017	0.209017
36665	0.214646	0.214646
36666	0.220274	0.220274
36667	0.225903	0.225903
36668	0.231532	0.231532
36669	0.237161	0.237161
36670	0.242790	0.242790
36671	0.248418	0.248418
36672	0.254047	0.254047
36673	0.259676	0.259676
36674	0.265305	0.265305
36675	0.270934	0.270934
36676	0.276563	0.276563
36677	0.282191	0.282191
36678	0.287820	0.287820
36679	0.293449	0.293449
36680	0.299078	0.299078
36681	0.304707	0.304707
36682	0.310336	0.310336
36683	0.315964	0.315964
36684	0.321593	0.321593
36685	0.327222	0.327222
36686	0.320689	0.320689
36687	0.314155	0.314155
36688	0.307622	0.307622
36689	0.301088	0.301088
36690	0.294555	0.294555
36691	0.288021	0.288021
36692	0.281488	0.281488
36693	0.274955	0.274955
36694	0.268421	0.268421
36695	0.261888	0.261888
36696	0.255354	0.255354
36697	0.248821	0.248821
36698	0.242287	0.242287
36699	0.235754	0.235754
36700	0.229221	0.229221
36701	0.222687	0.222687
36702	0.216154	0.216154
36703	0.209620	0.209620
36704	0.203087	0.203087
36705	0.196553	0.196553
36706	0.190020	0.190020
36707	0.183487	0.183487
36708	0.176953	0.176953
36709	0.170420	0.170420
36710	0.163886	0.163886
36711	0.157353	0.157353
36712	0.150819	0.150819
36713	0.144286	0.144286
36714	0.145010	0.145010
36715	0.145733	0.145733
36716	0.146457	0.146457
36717	0.147181	0.147181
36718	0.147904	0.147904
36719	0.148628	0.148628
36720	0.149352	0.149352
36721	0.150075	0.150075
36722	0.150799	0.150799
36723	0.151523	0.151523
36724	0.152247	0.152247
36725	0.152970	0.152970
36726	0.153694	0.153694
36727	0.154418	0.154418
36728	0.155141	0.155141
36729	0.155865	0.155865
36730	0.156589	0.156589
36731	0.157312	0.157312
36732	0.158036	0.158036
36733	0.158760	0.158760
36734	0.159483	0.159483
36735	0.160207	0.160207
36736	0.160931	0.160931
36737	0.161654	0.161654
36738	0.162378	0.162378
36739	0.163102	0.163102
36740	0.163826	0.163826
36741	0.164549	0.164549
36742	0.165273	0.165273
36743	0.165997	0.165997
36744	0.166720	0.166720
36745	0.167444	0.167444
36746	0.168168	0.168168
36747	0.168891	0.168891
36748	0.169615	0.169615
36749	0.170670	0.170670
36750	0.171726	0.171726
36751	0.172781	0.172781
36752	0.173837	0.173837
36753	0.174892	0.174892
36754	0.175948	0.175948
36755	0.177003	0.177003
36756	0.178058	0.178058
36757	0.179114	0.179114
36758	0.180169	0.180169
36759	0.181225	0.181225
36760	0.182280	0.182280
36761	0.183336	0.183336
36762	0.184391	0.184391
36763	0.185446	0.185446
36764	0.186502	0.186502
36765	0.187557	0.187557
36766	0.188613	0.188613
36767	0.189668	0.189668
36768	0.190724	0.190724
36769	0.191779	0.191779
36770	0.192834	0.192834
36771	0.193890	0.193890
36772	0.194945	0.194945
36773	0.196001	0.196001
36774	0.197056	0.197056
36775	0.198112	0.198112
36776	0.199167	0.199167
36777	0.195939	0.195939
36778	0.192710	0.192710
36779	0.189482	0.189482
36780	0.186254	0.186254
36781	0.183025	0.183025
36782	0.179797	0.179797
36783	0.176569	0.176569
36784	0.173340	0.173340
36785	0.170112	0.170112
36786	0.166884	0.166884
36787	0.163656	0.163656
36788	0.160427	0.160427
36789	0.157199	0.157199
36790	0.153971	0.153971
36791	0.150742	0.150742
36792	0.147514	0.147514
36793	0.144286	0.144286
36794	0.141057	0.141057
36795	0.137829	0.137829
36796	0.134601	0.134601
36797	0.131372	0.131372
36798	0.128144	0.128144
36799	0.124916	0.124916
36800	0.121687	0.121687
36801	0.118459	0.118459
36802	0.115231	0.115231
36803	0.112003	0.112003
36804	0.108774	0.108774
36805	0.105546	0.105546
36806	0.102318	0.102318
36807	0.099089	0.099089
36808	0.095861	0.095861
36809	0.092633	0.092633
36810	0.089404	0.089404
36811	0.086176	0.086176
36812	0.087515	0.087515
36813	0.088854	0.088854
36814	0.090193	0.090193
36815	0.091533	0.091533
36816	0.092872	0.092872
36817	0.094211	0.094211
36818	0.095550	0.095550
36819	0.096889	0.096889
36820	0.098228	0.098228
36821	0.099567	0.099567
36822	0.100907	0.100907
